	subject_ID
1948	sub1480
1949	sub975
1950	sub173
1951	sub532
1952	sub703
1953	sub2823
1954	sub2308
1955	sub3059
1956	sub433
1957	sub1242
1958	sub780
1959	sub1919
1960	sub1218
1961	sub2227
1962	sub1724
1963	sub441
1964	sub2146
1965	sub3096
1966	sub814
1967	sub175
1968	sub2940
1969	sub2835
1970	sub2450
1971	sub2630
1972	sub2593
1973	sub2886
1974	sub2597
1975	sub464
1976	sub2718
1977	sub2569
1978	sub1473
1979	sub1535
1980	sub674
1981	sub560
1982	sub114
1983	sub469
1984	sub2274
1985	sub531
1986	sub860
1987	sub2734
1988	sub1197
1989	sub459
1990	sub267
1991	sub1861
1992	sub2807
1993	sub1024
1994	sub3136
1995	sub3006
1996	sub1543
1997	sub1915
1998	sub1296
1999	sub781
2000	sub847
2001	sub2629
2002	sub846
2003	sub1158
2004	sub1018
2005	sub2806
2006	sub2225
2007	sub2285
2008	sub3086
2009	sub663
2010	sub190
2011	sub1971
2012	sub2889
2013	sub95
2014	sub997
2015	sub1737
2016	sub2335
2017	sub2813
2018	sub2810
2019	sub939
2020	sub1325
2021	sub698
2022	sub1521
2023	sub2623
2024	sub3025
2025	sub1523
2026	sub648
2027	sub2264
2028	sub1100
2029	sub2774
2030	sub543
2031	sub2914
2032	sub2390
2033	sub2678
2034	sub230
2035	sub2145
2036	sub1456
2037	sub3277
2038	sub39
2039	sub191
2040	sub2557
2041	sub1743
2042	sub1216
2043	sub3093
2044	sub1132
2045	sub748
2046	sub1558
2047	sub1331
2048	sub1609
2049	sub1166
2050	sub761
2051	sub2877
2052	sub1418
2053	sub180
2054	sub820
2055	sub1946
2056	sub1203
2057	sub2571
2058	sub775
2059	sub2750
2060	sub3082
2061	sub2476
2062	sub2150
2063	sub2255
2064	sub490
2065	sub3294
2066	sub366
2067	sub2704
2068	sub2188
2069	sub3209
2070	sub2711
2071	sub1957
2072	sub760
2073	sub2253
2074	sub1989
2075	sub1298
2076	sub1681
2077	sub3253
2078	sub2251
2079	sub1241
2080	sub1771
2081	sub2865
2082	sub1942
2083	sub329
2084	sub500
2085	sub965
2086	sub2723
2087	sub1629
2088	sub1773
2089	sub1341
2090	sub2086
2091	sub2816
2092	sub1085
2093	sub755
2094	sub990
2095	sub2399
2096	sub2269
2097	sub1553
2098	sub1877
2099	sub1042
2100	sub2235
2101	sub2603
2102	sub880
2103	sub2545
2104	sub1770
2105	sub1369
2106	sub2181
2107	sub370
2108	sub2321
2109	sub1090
2110	sub2969
2111	sub94
2112	sub2055
2113	sub899
2114	sub993
2115	sub1344
2116	sub3078
2117	sub1033
2118	sub2620
2119	sub2578
2120	sub2249
2121	sub2442
2122	sub1082
2123	sub1676
2124	sub333
2125	sub1495
2126	sub2066
2127	sub2694
2128	sub2786
2129	sub2669
2130	sub1945
2131	sub146
2132	sub1789
2133	sub2096
2134	sub522
2135	sub609
2136	sub1551
2137	sub2880
2138	sub300
2139	sub2617
2140	sub607
2141	sub1965
2142	sub3287
2143	sub3099
2144	sub2296
2145	sub1060
2146	sub1501
2147	sub456
2148	sub633
2149	sub2560
2150	sub2401
2151	sub2347
2152	sub872
2153	sub1731
2154	sub1897
2155	sub523
2156	sub426
2157	sub1275
2158	sub2570
2159	sub593
2160	sub2210
2161	sub1805
2162	sub2553
2163	sub1620
2164	sub331
2165	sub2840
2166	sub1865
2167	sub2315
2168	sub2523
2169	sub2760
2170	sub800
2171	sub2565
2172	sub3222
2173	sub886
2174	sub2118
2175	sub2312
2176	sub2155
2177	sub2009
2178	sub2893
2179	sub301
2180	sub2631
2181	sub1050
2182	sub988
2183	sub2792
2184	sub1836
2185	sub73
2186	sub401
2187	sub2751
2188	sub2309
2189	sub1316
2190	sub2178
2191	sub352
2192	sub2452
2193	sub164
2194	sub1889
2195	sub1515
2196	sub3028
2197	sub1519
2198	sub2007
2199	sub2143
2200	sub2252
2201	sub649
2202	sub778
2203	sub2624
2204	sub2831
2205	sub1095
2206	sub2135
2207	sub2965
2208	sub2925
2209	sub704
2210	sub3224
2211	sub489
2212	sub2205
2213	sub10
2214	sub1173
2215	sub806
2216	sub3218
2217	sub317
2218	sub2453
2219	sub515
2220	sub1065
2221	sub587
2222	sub2077
2223	sub2127
2224	sub2622
2225	sub18
2226	sub1812
2227	sub2568
2228	sub115
2229	sub2625
2230	sub914
2231	sub2256
2232	sub2783
2233	sub1827
2234	sub1410
2235	sub1936
2236	sub3244
2237	sub1393
2238	sub1389
2239	sub2643
2240	sub2140
2241	sub999
2242	sub2530
2243	sub2832
2244	sub110
2245	sub910
2246	sub1088
2247	sub336
2248	sub837
2249	sub2081
2250	sub343
2251	sub828
2252	sub1961
2253	sub1048
2254	sub1910
2255	sub3013
2256	sub1518
2257	sub1143
2258	sub233
2259	sub2473
2260	sub1443
2261	sub429
2262	sub2619
2263	sub2491
2264	sub2755
2265	sub1254
2266	sub410
2267	sub2209
2268	sub1272
2269	sub3236
2270	sub2520
2271	sub1378
2272	sub2092
2273	sub47
2274	sub1136
2275	sub2499
2276	sub2602
2277	sub645
2278	sub3268
2279	sub2485
2280	sub1430
2281	sub502
2282	sub2785
2283	sub1079
2284	sub3293
2285	sub1499
2286	sub2862
2287	sub208
2288	sub2029
2289	sub1116
2290	sub2503
2291	sub234
2292	sub2589
2293	sub1916
2294	sub1015
2295	sub2059
2296	sub905
2297	sub3060
2298	sub877
2299	sub2044
2300	sub3106
2301	sub3064
2302	sub1482
2303	sub2377
2304	sub2821
2305	sub405
2306	sub2659
2307	sub457
2308	sub671
2309	sub2076
2310	sub1010
2311	sub322
2312	sub1675
2313	sub927
2314	sub3117
2315	sub1157
2316	sub2302
2317	sub1888
2318	sub3146
2319	sub534
2320	sub1064
2321	sub2091
2322	sub307
2323	sub1176
2324	sub1647
2325	sub3135
2326	sub200
2327	sub1622
2328	sub752
2329	sub709
2330	sub790
2331	sub1868
2332	sub552
2333	sub1092
2334	sub1734
2335	sub2973
2336	sub2817
2337	sub438
2338	sub3193
2339	sub757
2340	sub1081
2341	sub791
2342	sub3286
2343	sub688
2344	sub1014
2345	sub2626
2346	sub2344
2347	sub1315
2348	sub1138
2349	sub1307
2350	sub2383
2351	sub451
2352	sub984
2353	sub2515
2354	sub1070
2355	sub1388
2356	sub3068
2357	sub2742
2358	sub2462
2359	sub3229
2360	sub2724
2361	sub2069
2362	sub3196
2363	sub1581
2364	sub348
2365	sub841
2366	sub1926
2367	sub312
2368	sub2605
2369	sub2486
2370	sub1155
2371	sub3248
2372	sub1765
2373	sub2811
2374	sub368
2375	sub1349
2376	sub1703
2377	sub1280
2378	sub106
2379	sub65
2380	sub86
2381	sub1642
2382	sub1350
2383	sub2042
2384	sub1101
2385	sub1849
2386	sub2242
2387	sub1728
2388	sub2809
2389	sub1030
2390	sub2111
2391	sub2768
2392	sub3231
2393	sub1760
2394	sub424
2395	sub2951
2396	sub245
2397	sub1319
2398	sub1793
2399	sub2236
2400	sub2855
2401	sub1352
2402	sub2046
2403	sub177
2404	sub1686
2405	sub1472
2406	sub2730
2407	sub1500
2408	sub1098
2409	sub1053
2410	sub1493
2411	sub49
2412	sub995
2413	sub2803
2414	sub1087
2415	sub119
2416	sub891
2417	sub676
2418	sub1532
2419	sub434
2420	sub960
2421	sub2198
2422	sub2015
2423	sub2866
2424	sub1450
2425	sub578
2426	sub265
2427	sub1658
2428	sub1918
2429	sub804
2430	sub2712
2431	sub2053
2432	sub169
2433	sub304
2434	sub406
2435	sub256
2436	sub1742
2437	sub472
2438	sub2219
2439	sub1591
2440	sub1619
2441	sub423
2442	sub2407
2443	sub1835
2444	sub1721
2445	sub2313
2446	sub1673
2447	sub112
2448	sub1813
2449	sub822
2450	sub1810
2451	sub1283
2452	sub2052
2453	sub1696
2454	sub2878
2455	sub3234
2456	sub1769
2457	sub2195
2458	sub187
2459	sub1354
2460	sub235
2461	sub2087
2462	sub126
2463	sub547
2464	sub3143
2465	sub870
2466	sub1071
2467	sub776
2468	sub3245
2469	sub2376
2470	sub2275
2471	sub2533
2472	sub608
2473	sub685
2474	sub2358
2475	sub1190
2476	sub1876
2477	sub1000
2478	sub1144
2479	sub244
2480	sub1985
2481	sub2892
2482	sub1436
2483	sub955
2484	sub467
2485	sub2628
2486	sub1716
2487	sub3129
2488	sub2082
2489	sub3052
2490	sub2850
2491	sub1441
2492	sub1600
2493	sub1846
2494	sub2652
2495	sub1677
2496	sub1255
2497	sub3010
2498	sub384
2499	sub2351
2500	sub1707
2501	sub808
2502	sub60
2503	sub1177
2504	sub2474
2505	sub458
2506	sub1490
2507	sub2259
2508	sub967
2509	sub3035
2510	sub2346
2511	sub1924
2512	sub2650
2513	sub3296
2514	sub2746
2515	sub2714
2516	sub1540
2517	sub326
2518	sub1438
2519	sub3255
2520	sub3153
2521	sub286
2522	sub1461
2523	sub238
2524	sub132
2525	sub2196
2526	sub2278
2527	sub859
2528	sub2004
2529	sub2664
2530	sub354
2531	sub2585
2532	sub1185
2533	sub2993
2534	sub569
2535	sub1648
2536	sub3141
2537	sub1484
2538	sub2934
2539	sub1182
2540	sub2836
2541	sub2512
2542	sub2370
2543	sub387
2544	sub2708
2545	sub653
2546	sub721
2547	sub462
2548	sub446
2549	sub537
2550	sub885
2551	sub570
2552	sub567
2553	sub417
2554	sub2748
2555	sub1901
2556	sub2765
2557	sub947
2558	sub773
2559	sub2148
2560	sub34
2561	sub679
2562	sub3054
2563	sub1547
2564	sub3252
2565	sub785
2566	sub2848
2567	sub1667
2568	sub2819
2569	sub527
2570	sub1266
2571	sub2959
2572	sub3030
2573	sub1567
2574	sub1671
2575	sub1766
2576	sub240
2577	sub3171
2578	sub3262
2579	sub1998
2580	sub539
2581	sub2582
2582	sub1475
2583	sub382
2584	sub2923
2585	sub2156
2586	sub1611
2587	sub920
2588	sub3216
2589	sub1718
2590	sub2170
2591	sub2798
2592	sub3008
2593	sub2812
2594	sub485
2595	sub906
2596	sub971
2597	sub2962
2598	sub2883
2599	sub996
2600	sub1335
2601	sub1169
2602	sub2935
2603	sub517
2604	sub279
2605	sub2078
2606	sub3090
2607	sub3131
2608	sub2559
2609	sub635
2610	sub3237
2611	sub2498
2612	sub1049
2613	sub2601
2614	sub1616
2615	sub1469
2616	sub2410
2617	sub161
2618	sub2149
2619	sub1777
2620	sub394
2621	sub215
2622	sub2364
2623	sub1250
2624	sub154
2625	sub2385
2626	sub1966
2627	sub2685
2628	sub1235
2629	sub774
2630	sub2675
2631	sub2034
2632	sub2666
2633	sub1774
2634	sub3168
2635	sub1175
2636	sub379
2637	sub1875
2638	sub2758
2639	sub445
